,title,yes_disaster
8168,How a Battle to Build the Best Weather Model Impacts Everyone on Earth,0
8169,"Indian Scientists Measure 1.3-Billion-Volt Thunderstorm, the Strongest on Record",1
8170,How to Prepare Your Home for the Effects of Climate Change,0
8171,WYFF and other weather forecasts vary for this weekend's snow and ice totals from 'Diego' - Greenville News,1
8172,See dust clouds storm across Mars in startling image - CNET,1
8173,Dangerous winter storm disrupts travel across U.S. - CBS News,1
8174,"Winter Storm Eboni Will Intensify and Spread Heavy Snow, Wind Into Parts of Plains, Midwest - The Weather Channel",1
8175,Snow means slow: Winter storm making for hazardous travel Tuesday - WBAY,1
8176,Storm could dump up to a foot of snow on Halifax County; governor declares state of emergency - YourGV.com,1
8177,"Winter Storm Grounds Flights, Delays Trains And Knocks Out Power",1
8178,Winter storm forces flight cancellations and train delays as it moves east,1
8179,"After Chaos, Port Authority Sets Storm Rules for Planes to Kennedy",0
8180,Ireland shut as severe weather continues in Europe,1
8181,"The Arctic's refrigerator door is about to open, spilling frigid air into the U.S. for Christmas",1
8182,Icy Roads Reported As Winter Storm Warning Continues - KUT,1
8183,Stronger-than-expected winter storm slams Philly area; 3 to 5 inches of snow possible - Philly.com,1
8184,"As Migrant Families Reunite, Texas Border Cities Scramble to Help",0
8185,Eastern U.S. braces for winter storm as bitter cold remains,1
8186,WeatherTiger: Icy uncertainty but North Florida winter storm is happening - Tallahassee.com,1
8187,"More winter weather on the way: Snow, freezing rain expected in Toronto Tuesday - CP24 Toronto's Breaking News",1
8188,Winter storm warnings and watches for north and central Louisiana - WWL First News,1
8189,Massive winter storm heads north after dropping rare snow on South -- live updates - CBS News,1
8190,Hail Raiser Of A Storm Kills Two Zoo Birds,1
8191,Houston-area roads remain 'treacherous' - Chron.com,1
8192,Hubble Shows Just How Stormy Uranus Gets in The Summer - Interesting Engineering,0
8193,NASA’s beautiful snowflake simulations could help predict inclement weather,0
8194,Double amputee Xia Boyu makes history on Everest summit,0
8195,4th nor'easter this month takes aim at East Coast with jet stream stuck on repeat,0
8196,Confidence grows that extreme weather pattern will soon envelop Northern Hemisphere,1
8197,Meet the Unlikely Hero Who Predicted Hurricane Harvey's Floods,1
8198,Space Photos of the Week: One Last Piece of the Moon Rock,0
8199,Why a Small City in Pennsylvania Just Shattered a Snowfall Record,1
8200,"Historic snowstorm slams East Coast, as winter stages hostile takeover of spring",1
8201,Winter Storm Benji Knocks Out Power to Nearly 300000 as Road Conditions Rapidly Deteriorate Across South - The Weather Channel,1
8202,US snowstorm kills one in North Carolina,1
8203,Houston huddles down for another day of cold weather - Houston Chronicle,0
8204,A Winter Storm and Thousands of Super Bowl Fans Are Bearing Down on Snow-Shy Atlanta,1
8205,These Magnified Frost Crystal Images Are Totally Enchanting,0
8206,Storm slaps coastal South with most snow in nearly 3 decades - Fox News,1
8207,"Winter Storm Bruce: Stranded Drivers Rescued in Illinois, Over 2000 Flights Canceled - The Weather Channel",1
8208,Scary Hurricane Florence Facts by the Numbers,1
8209,Climate Change Is Erasing Human History,0
8210,What to Eat When the Power Goes Out,0
8211,Is climate change making hurricanes worse?,0
8212,Monday Madness: Dangerous travel likely with near blizzard conditions - WEAU,1
8213,"'Bomb cyclone' causes flight cancellations at New York's JFK, LaGuardia airports - Fox News",1
8214,Some 'Hearthstone' cards will be phased out with April's expansion,0
8215,"Snow, ice and rain bring headaches across southern US",1
8216,The Northeast is set to get pummeled with another cruel winter storm this week,1
8217,Forecasters predict potentially historic winter storm in and around the Upstate this weekend - Greenville News,1
8218,Major Snowstorm Snarls Chicago’s Rush Hour Commute and Cancels Hundreds of Flights,1
8219,100 million people affected by East Coast's deep freeze - Chron.com,1
8220,"Snow, ice and rain likely Saturday afternoon and night, with some accumulation possible - Washington Post",1
8221,Norwegian Cruise ship sailed right through ‘bomb cyclone’ despite accurate forecast,0
8222,100 million people affected by East Coast's deep freeze - SFGate,1
8223,"NJ weather update: Forecast worsens, up to 8 inches of snow now possible - NJ.com",1
8224,Letter of Recommendation: Letter of Recommendation: Candle Hour,0
8225,"Icy storm moves east, bringing threat for dangerous road conditions",1
8226,"Fortnite season 7, week 6 challenges and how to complete them - CNET",0
8227,How to survive a winter storm using tech,0
8228,Rare ice and snow snarl Southeast while New England braces for 'bomb cyclone',1
8229,"Added to the Storm’s Toll, Guilt and Heartache for Puerto Ricans Who Fled",0
8230,Blizzard Conditions Possible As Massive Winter Storm Hits Northeast,1
8231,Stop Using So Much Salt on Sidewalks,0
8232,"Utuado Journal: Rebuilding Puerto Rico, One Small Gesture at a Time",0
8233,Abhilash Tomy: Injured Indian sailor to be rescued 'soon',0
8234,Chicago Weather: Snow creating slick roads for morning commute Thursday - WLS-TV,1
8235,Time moves strangely when a hurricane eyes you,0
8236,"'Bomb cyclone' batters Northeast with snow and ice, grounding thousands of flights - Washington Post",1
8237,Cold Turkey: third straight year Thanksgiving fails to reach 50° - Fox 59,0
8238,Your pictures: Best of 2017,0
8239,"A 'mammoth' storm in North Carolina has knocked out power for more than 300,000, and officials are warning there's more to come",1
8240,Winter storm moving east heading into weekend,1
8241,Another round of freezing rain likely to fall in Kansas City early Thursday - Kansas City Star,1
8242,Will a deal to slash shipping emissions help save the Marshall Islands from rising seas?,0
8243,It's not over yet: Winter weather advisory issued until Monday night - WTOP,1
8244,"Canceled flights, various closings announced as snowstorm begins - Chicago Daily Herald",1
8245,"Snow, ice, torrential rain bringing weather havoc to 39 states",1
8246,Videos show a powerful winter storm that wreaked havoc across Europe,1
8247,New winter storm could snarl flights; Southwest begins waiving rebooking fees,1
8248,"A Rare Snow Storm Has Blasted Southeastern States, Dropping the Most Snow and Ice in 30 Years",1
8249,'It's serious': Winter storm brings havoc to Southeast,1
8250,The biggest snowstorm of the season so far moves in tonight - FOX31 Denver,1
8251,Peoria could see 2-inch snowfall Sunday night - Peoria Journal Star,0
8252,At Least 15 Dead After Severe Winter Weather Sweeps Through the South,1
8253,"'Beast from the East' to plunge UK, rest of Europe into historic deep freeze",1
8254,Ice storm sends Tennessee drivers spinning as winter storm rolls eastward,1
8255,Winter Storm Will Cover the Midwest and Head Towards New England This Weekend,1
8256,NWS posts winter storm warning; ups snow totals - CT Post,1
8257,Not Time To 'See The Winter Wonderland': N.C. Governor Says To Stay Off Roads,1
8258,"Snow, sleet, heavy rain hits every state east of the Mississippi River",1
8259,"Maryland weather: Snow, ice forecast Thursday night, Friday morning; weekend could bring heavy rain or snow - Baltimore Sun",1
8260,Winter Storm Causes Hundreds of Flight Cancellations in Chicago,1
8261,"Christmas holiday travel disruptions may unfold for central, eastern US - AOL",0
8262,Ice samples reveal a massive Sun storm hit Earth in ancient times...and it could happen again,0
8263,Every Olympic curling stone comes from a unique and tiny Scottish island better known for being the backdrop for an Open Championship course owned by Trump,0
8264,Fortnite’s New Update Adds Some Ice-Related Mysteries,0
8265,Fountains freeze over across the South as powerful storm bears down,1
8266,Earth’s carbon dioxide levels are likely the highest they've been in 15 million years,0
8267,"Winter storm moving into South with flooding rain, snow",1
8268,"For a Safer, Easier Winter, Prep Your Home Now",0
8269,Toronto expected to be hit with up to 15 cm of snow - Daily Hive,1
8270,"Those Midwestern Floods Are Expected to Get Much, Much Worse",1
8271,Powerful coastal storm bringing snow and ice from Florida to Maine,1
8272,Another winter storm expected to pummel Hamilton starting tonight - TheSpec.com,1
8273,Morning commute could be slick in spots; bitter cold spreads across region - Omaha World-Herald,0
8274,"Power, phone outages hamper hurricane recovery one week after storm",0
8275,Storm Eleanor is headed to the UK with 80mph winds,1
8276,"Death toll from Florida hurricane at least 29, hundreds missing",1
8277,"Damaging winds, heavy rain moving onto East Coast to start week",1
8278,'Like driving on an ice rink': These New York-area commutes were a nightmare,0
8279,Winter Storm Warning in Effect for Parts of England - NECN,1
8280,Snow begins falling across NH; up to 10+ inches possible - WMUR Manchester,0
8281,A 'Bomb Cyclone' Is Thwacking The Central U.S.,1
8282,Alaska's Coast Is Vanishing One Storm at a Time,0
8283,Amtrak Train With 300 Passengers Derails in Georgia Amid Winter Storm Grayson,0
8284,"Early-week snow, blizzard conditions to create difficult travel across north-central US - AOL",0
8285,They Still Like Steve King Here,0
8286,15 amazing things you didn't know about snow,0
8287,"Spring Storm Blankets Parts of Midwest in Snow and Ice, Resulting in Canceled Flights",1
8288,Wintry mix moves into Northeast with temperature drop to follow,0
8289,Flash freeze of melting snowstorm seen icing over U.S. Northeast,1
8290,Happy frigid-ass New Year: Coldest NYE in 70 years awaits revelers in U.S.,0
8291,Freezing rain on the way for Montreal after winter storm - Global News,1
8292,Winter storm Gia is battering the Midwest with snow and ice. Here's what it looks like for people on the ground.,1
8293,The last 5 Augusts have been the hottest in recorded history,0
8294,Weather Channel reporter chats about Jim Cantore plus snow storm essentials (like beer) - The Courier-Journal,0
8295,The Latest: Sandbags used to hold back Midwest floodwaters - ABC News,1
8296,Carolina Hurricanes respond to Don Cherry calling them 'jerks' over goal celebrations - The Globe and Mail,0
8297,"Scientists Warn 'Bomb Cyclone' Will Bring Strong Winds, Cold Temperatures",1
8298,Snow in Europe: Deadly winter storm brings chaos,0
8299,‘Fortnite’ Ice Storm challenges: Destroy an ice shard in different matches,0
8300,What Happened in the Dark: Puerto Rico's Fight for Power,0
8301,Eastern U.S. shivers through 'stupid cold' temperatures after the 'bomb cyclone',0
8302,"Large storm system moving into Northeast with snow, freezing rain",0
8303,"Lightning's $13,000 electric motorbike boasts a top speed of 150mph",0
8304,Catching lightning in a volcanic bottle,0
8305,When Lightning Strikes Back,0
8306,Lightning in Australia barbecues six live cows,0
8307,Jupiter's Lightning Is Somehow More and Less Like Earth's Than Scientists Thought,0
8308,The Many Ways Lightning Can Kill You,0
8309,Belkin's 3.5mm to Lightning cable delivers retro connectivity,0
8310,Apple's new iPhones won't include headphone adapters,0
8311,Mophie rolls out iPhone battery packs that charge by a Lightning cable,0
8312,Apple's Lightning Port Kingdom Is Crumbling,0
8313,Here's What You'll Need to Pull Off Fast Charging on the iPhone X,0
8314,How to Survive Extreme Heat In the Great Outdoors,0
8315,Lightning Labs just raised millions from Jack Dorsey and others to supercharge blockchain transactions,0
8316,How to Fix Your iPhone XS Charging Problems,0
8317,Play Mario Kart in Your Browser With This CSS Clone,0
8318,Review: ‘Black Lightning’ Is Pulp With a Purpose,0
8319,"Monday's Best Deals: Laser Printer, Lightning Cables, Memorial Day Sales, and More",0
